omg,produktnamn,correctRow,utd13,utd12,utd11,utd10
200246,Stryktipset,X11X121121XX1,56248,830,64,19
200245,Stryktipset,2111X11XX1X11,38885,970,88,27
200244,Stryktipset,X112121112X11,16751,452,48,17
200243,Stryktipset,212X1X212X111,362596,10377,757,176
200242,Stryktipset,2X121X2X121X1,1396084,18505,1624,409
200241,Stryktipset,XX12212112X22,12400,312,31,11
200240,Stryktipset,1211X2222X2X2,40607,1189,120,39
200239,Stryktipset,222211X212122,282530,6812,443,100
200238,Stryktipset,111XX11X2XX2X,17154,495,52,18
200237,Stryktipset,2212111112221,29131,649,65,20
200236,Stryktipset,XX2221121222X,124891,2258,174,44
200235,Stryktipset,XX2111111X111,164267,3100,233,64
200234,Stryktipset,X1212X2221X2X,141302,3539,263,68
200233,Stryktipset,2X211XX2111X1,40898,871,74,22
200232,Stryktipset,222111X11X11X,139775,4302,352,87
200231,Stryktipset,112XX1X12221X,783522,12508,843,206
200230,Stryktipset,121211211211X,13677,214,22,0
200229,Stryktipset,XX2X11X2X11X2,511429,7003,644,168
200228,Stryktipset,X2X21XX211111,1248353,6040,378,80
200227,Stryktipset,2121221222122,136686,2148,214,66
200226,Stryktipset,11X12X21X1221,20257,720,61,19
200225,Stryktipset,221X12X1112X2,169563,3128,208,50
200224,Stryktipset,2X11XX1XX1112,294567,6530,523,127
200223,Stryktipset,1X11XX11112XX,353465,3575,257,66
200222,Stryktipset,X11XX2221X121,125443,2745,214,60
200221,Stryktipset,111X11112222X,188880,2839,196,48
200220,Stryktipset,1X1X112X2112X,224942,4408,355,92
200219,Stryktipset,1X1112111X111,42087,1270,128,35
200218,Stryktipset,1211X1211X1X2,49546,970,77,23
200217,Stryktipset,2122X12XXXX22,1284383,9086,495,104
200216,Stryktipset,1121X2X2XX211,308139,3504,234,58
200215,Stryktipset,22XXX21X2122X,10000000,27772,1610,328
200214,Stryktipset,11111111X2212,121332,696,74,20
200213,Stryktipset,211111X1111XX,4256,121,14,0
200212,Stryktipset,22X2X2XX111X1,1555926,81638,3671,690
200211,Stryktipset,12X1X12211XX1,86007,1843,154,42
200210,Stryktipset,2X22X121XXXXX,282040,4480,340,90
200209,Stryktipset,121112X12X1X1,56469,1065,97,28
200208,Stryktipset,2X11X2X221212,3711668,10826,592,125
200207,Stryktipset,1111XX11X111X,22215,244,25,0
200206,Stryktipset,11X2X1121X2X1,3833,114,14,0
200205,Stryktipset,1X12X1222X2X2,133795,2925,231,58
200204,Stryktipset,X122112121121,121150,1467,98,26
200203,Stryktipset,X1XXXXX22X2X1,1740067,42138,2476,506
200202,Stryktipset,X1X111111X2X2,138711,1040,90,26
200201,Stryktipset,2112X1XXX2211,5628,134,15,0
200152,Stryktipset,X12X22X212111,2871098,11662,741,162
200151,Stryktipset,X22121XX2X1X1,1198411,7517,462,104
200150,Stryktipset,1X1211X1X1111,2325,86,11,0
200149,Stryktipset,211112211X221,586736,10929,769,178
200148,Stryktipset,X222X2121222X,1887310,11586,625,120
200147,Stryktipset,11X2XX1211221,6198,185,23,0
200146,Stryktipset,2X1X111XX111X,265432,3590,275,67
200145,Stryktipset,XXX211XX2XXX1,698718,42920,3351,747
200144,Stryktipset,11X221X112111,90221,828,75,23
200143,Stryktipset,1X21211212111,10241,244,24,0
200142,Stryktipset,12X21X1211X21,151449,2121,135,33
200141,Stryktipset,X2221XX212112,21059,414,40,14
200140,Stryktipset,XX12X2211X1XX,257966,7165,487,112
200139,Stryktipset,221122111221X,21042,673,72,24
200138,Stryktipset,X11XX1X1X1221,132898,3384,249,64
200137,Stryktipset,122122X2X11X1,757701,11358,914,218
200136,Stryktipset,1X2X1X2XX2111,590573,9296,629,129
200135,Stryktipset,2222X112X1121,190259,2743,257,66
200134,Stryktipset,1X11X22X12122,267822,4684,392,101
200133,Stryktipset,1X12X11221211,9386,367,37,0
200132,Stryktipset,X1212X21221X1,1604239,15782,1082,264
200131,Stryktipset,1XXX2XX1XX22X,326971,6862,514,131
200130,Stryktipset,1X12XXX2121X1,121343,3692,265,68
200129,Stryktipset,11212XX1121X2,27964,894,79,24
200128,Stryktipset,2XX1121121211,182230,2521,199,48
200127,Stryktipset,1X222212X21XX,1460526,17684,1061,236
200126,Stryktipset,21X1X11211222,11135,357,40,0
200125,Stryktipset,1XX211211111X,214295,3823,307,75
200124,Stryktipset,X11XX12111222,158948,4222,347,79
200123,Stryktipset,21212X111XX12,239793,3261,204,44
200122,Stryktipset,1X2121X1XX211,2382,127,0,0
200121,Stryktipset,11X121X1X11X2,112136,2881,270,79
200120,Stryktipset,1121X2X11XX11,104832,3501,296,74
200119,Stryktipset,211X22X2111X2,1769734,7395,709,209
200118,Stryktipset,21111111XX121,101808,1188,87,0
200117,Stryktipset,222X2111X2122,20530,634,65,0
200116,Stryktipset,122X1X21XX2X1,623582,7373,583,130
200115,Stryktipset,21212112XXX11,490722,5941,338,77
200114,Stryktipset,1X22X2212X211,124487,2636,209,56
200113,Stryktipset,112122X1XXX21,2716079,8399,528,125
200112,Stryktipset,1122XX21XXX2X,21992,618,63,20
200111,Stryktipset,21222112X2X11,445554,8285,488,119
200110,Stryktipset,211121211122X,120397,1552,87,20
200109,Stryktipset,111XXX12112X2,50733,1093,101,33
200108,Stryktipset,1121X22212111,71660,1180,85,0
200107,Stryktipset,1X1X1111X121X,65878,1050,101,31
200106,Stryktipset,2XX112XX1X112,414857,9674,657,169
200105,Stryktipset,112211X2XXX2X,153328,3317,232,59
200104,Stryktipset,121212X212112,353924,6597,439,99
200103,Stryktipset,11XX2X21X2111,550397,12231,831,201
200102,Stryktipset,2X22212XX1121,50065,1361,125,38
200101,Stryktipset,1X1112222122X,45687,831,63,0
200052,Stryktipset,2XX1112X21X1X,995584,26486,1719,377
200051,Stryktipset,X11211X112122,98031,1673,127,34
200050,Stryktipset,2111XX111X111,79455,1897,160,46
200049,Stryktipset,21XX1111X211X,124482,2343,181,49
200048,Stryktipset,11111X211X1X2,39088,729,62,0
200047,Stryktipset,112X2122X1121,65469,1385,121,35
200046,Stryktipset,2112212121211,623919,10283,880,237
200045,Stryktipset,21XX111X212X2,204689,2955,176,41
200044,Stryktipset,12211121X1X11,35197,978,93,0
200043,Stryktipset,X11111111XXX2,3679,164,0,0
200042,Stryktipset,12112112X212X,45179,1202,83,0
200041,Stryktipset,X211X11X11121,29255,721,67,20
200040,Stryktipset,X2XX111111X21,6229,227,25,0
200039,Stryktipset,11122XX2121X1,213328,2205,162,43
200038,Stryktipset,XX2XXX222X212,10000000,113459,5330,1160
200037,Stryktipset,1212111X121X1,36434,735,59,0
200036,Stryktipset,1XX1X22121122,43830,1101,86,0
200035,Stryktipset,22X222112X2X1,36381,696,58,0
200034,Stryktipset,XX112X1X21112,51381,1511,129,38
200033,Stryktipset,1111X12111XX1,3503,169,0,0
200032,Stryktipset,11XXXX1122X11,113201,2021,166,44
200031,Stryktipset,X1121211X2222,286206,4449,354,93
200030,Stryktipset,21X12221X22X2,80277,930,73,22
200029,Stryktipset,XX11X211X1111,83069,898,70,21
200028,Stryktipset,2222X11XX11X2,3599440,10600,529,109
200027,Stryktipset,11X2112212121,82036,974,77,0
200026,Stryktipset,X221X1211222X,277971,2506,156,38
200025,Stryktipset,1121XX121212X,93914,1005,76,0
200024,Stryktipset,21222XX1X1122,22962,589,56,0
200023,Stryktipset,1211X22211212,88917,1552,125,36
200022,Stryktipset,XX111112111X1,39319,947,84,26
200021,Stryktipset,X22211X1XX121,488163,9530,591,128
200020,Stryktipset,221221X1212X1,173702,3736,231,51
200019,Stryktipset,21X11121111X2,113543,2484,181,48
200018,Stryktipset,1X11X1XX21111,113878,2369,186,48
200017,Stryktipset,121X22X211222,599347,12272,743,151
200016,Stryktipset,X2X2111122X11,172288,5310,393,93
200015,Stryktipset,112212112X1X1,204081,4114,282,71
200014,Stryktipset,1X2XX11XX111X,27808,794,75,0
200013,Stryktipset,22212111X21X1,4975,173,20,0
200012,Stryktipset,X21X1112112X2,20933,310,32,0
200011,Stryktipset,2X2X11112X2X2,250617,3656,277,74
200010,Stryktipset,1X1X111111111,6499,251,29,0
200009,Stryktipset,X2X2XX1X21111,1778023,26034,1662,346
200008,Stryktipset,XX112X22X1X1X,46255,897,91,28
200007,Stryktipset,11X22211112XX,19716,621,60,0
200006,Stryktipset,1111121X111X2,11852,317,31,0
200005,Stryktipset,221X11X111222,624626,7839,566,108
200004,Stryktipset,21212XX11XXXX,871820,19781,1334,292
200003,Stryktipset,X2X21X11X1211,828535,15231,1068,249
200002,Stryktipset,1XXX221121122,51142,1241,95,0
200001,Stryktipset,1111X11122X22,48062,1001,83,0
199952,Stryktipset,21X1XX11X122X,772153,11955,835,209
199951,Stryktipset,1111X12X122X1,14573,699,64,0
199950,Stryktipset,12X1112211XX2,89431,1878,139,35
199949,Stryktipset,1121122121X1X,88791,1582,117,28
199948,Stryktipset,112X2X1XX1X11,16945,413,43,0
199947,Stryktipset,1XX2212XX11XX,828724,16055,1214,293
199946,Stryktipset,X211221X21111,2941,136,0,0
199945,Stryktipset,22X12121X1X21,774820,9612,757,184
199944,Stryktipset,11X2XXXXX1111,90124,1206,96,0
199943,Stryktipset,111X11X1122X2,299925,3240,218,53
199942,Stryktipset,21XX1X1XXX2XX,10000000,45027,3232,666
199941,Stryktipset,111121112X121,5021,169,20,0
199940,Stryktipset,12X221X1X1XX1,30868,999,90,0
199939,Stryktipset,XX2111X121122,118754,1540,113,0
199938,Stryktipset,X121111211X1X,201032,3577,253,64
199937,Stryktipset,X121X22X2X122,415156,16003,1025,235
199936,Stryktipset,1112112XXXX22,80249,1582,134,38
199935,Stryktipset,11122X221111X,1291,77,0,0
199934,Stryktipset,1221121X1X221,48481,1181,89,25
199933,Stryktipset,211121X111211,1125,68,0,0
199932,Stryktipset,XX1X2XX112112,1041842,18221,1251,277
199931,Stryktipset,X122112X211X1,109678,2616,218,59
199930,Stryktipset,11111122X2122,42038,921,72,26
199929,Stryktipset,122X2222222X2,47873,1074,91,23
199928,Stryktipset,1X121122X2122,359544,7545,653,150
199927,Stryktipset,111X11X212XX1,182934,4774,395,99
199926,Stryktipset,22211X1122111,15035,342,36,0
199925,Stryktipset,212X11222122X,340319,5277,352,79
199924,Stryktipset,XX1211X21111X,52075,1471,136,40
199923,Stryktipset,X11XX2X2X11XX,1843784,22762,1670,380
